COMPETITION_WYID,MATCH_WYID,EVENT_WYID,PRIMARYTYPE,CARRYPROGRESSION,CARRYENDLOCATIONX,CARRYENDLOCATIONY
335,5465965,1765324210,duel,14.32,84,70
335,5465965,1765324216,touch,9.086,79,60
335,5465965,1765324251,touch,8.748,51,51
335,5465965,1765324271,touch,10.91,57,13
335,5465965,1765324278,touch,11.81,88,25
335,5465965,1765324259,touch,12.05,35,90
335,5465965,1765324292,touch,-3.031,43,58
335,5465965,1765324303,touch,6.992,46,64
335,5465965,1765324288,duel,-9.06,6,87
335,5465965,1765324296,duel,13.64,35,80
335,5465965,1765324309,acceleration,12.73,76,85
335,5465965,1765324339,touch,15.46,24,53
335,5465965,1765324342,touch,17.87,37,27
335,5465965,1765324374,touch,8.745,98,33
335,5465965,1765324346,touch,-2.705,14,86
335,5465965,1765324405,duel,-0.564,52,31
335,5465965,1765324414,touch,22.82,79,69
335,5465965,1765324415,touch,-12.76,14,70
335,5465965,1765324472,touch,12.26,78,11
335,5465965,1765324471,touch,18.56,72,86
335,5465965,1765324508,touch,9.465,21,53
335,5465965,1765324513,touch,13.27,55,34
335,5465965,1765324561,acceleration,20.64,77,63
335,5465965,1765324582,touch,-8.676,47,76
335,5465965,1765324566,duel,2.353,49,32
335,5465965,1765324579,touch,11.61,47,32
335,5465965,1765324668,touch,0.443,63,32
335,5465965,1765324685,duel,18.28,79,76
335,5465965,1765324690,touch,7.462,91,73
335,5465965,1765324711,touch,12.99,62,20
335,5465965,1765324724,touch,31.32,67,84
335,5227319,1227477507,duel,7.342,57,9
335,5227319,1227477511,touch,9.086,32,54
335,5227319,1227477544,touch,6.892,44,32
335,5227319,1227477551,touch,19.73,67,13
335,5227319,1227477573,touch,-12.92,41,95
335,5227319,1227477579,touch,10.38,40,32
335,5227319,1227477610,duel,4.358,96,73
335,5227319,1227477612,duel,-12.46,77,95
335,5227319,1227477625,acceleration,15.88,38,87
335,5227319,1227477627,touch,9.232,57,80
335,5227319,1227477635,touch,13.57,73,18
335,5227319,1227477686,touch,8.782,57,63
335,5227319,1227477689,duel,-5.939,42,46
335,5227319,1227477396,duel,4.838,64,25
335,5227319,1227477407,duel,-1.603,33,14
335,5227319,1227477417,touch,7.445,76,67
335,5227319,1227477425,duel,0.542,60,77
335,5227319,1227477431,touch,8.173,52,87
335,5227319,1227477797,touch,20.19,28,32
335,5227319,1227477832,touch,15.57,49,27
335,5227319,1227477837,duel,0.416,77,12
335,5227319,1227477866,touch,11.4,43,28
335,5227319,1227477479,touch,10.32,53,71
335,5227319,1227477489,pass,-0.134,59,76
335,5227319,1227477524,duel,8.663,43,10
335,5227319,1227477906,duel,-15.87,29,86
335,5227319,1227477908,touch,16.55,54,55
335,5227319,1227477917,touch,-13.79,42,94
335,5227319,1227477919,duel,-6.139,42,94
335,5227319,1227477545,acceleration,15.69,70,32
335,5227319,1227477951,touch,0.407,92,12
335,5227319,1227477983,touch,2.285,39,84
335,5227319,1227478017,touch,21.85,27,35
335,5227319,1227478020,touch,2.98,41,14
335,5227319,1227478035,touch,10.5,35,48
335,5227319,1227478039,touch,14.06,47,22
335,5227319,1227478049,touch,13.59,89,92
335,5227319,1227478077,touch,0.387,8,14
335,5227319,1227477737,duel,4.439,73,91
335,5227319,1227478128,touch,10.23,37,41
335,5227319,1227477848,duel,10.22,40,19
335,5227319,1227477850,duel,19.2,57,40
335,5227319,1227477858,duel,-10.66,47,29
335,5227319,1227478225,pass,7.087,30,33
335,5227319,1227477896,duel,-9.101,5,11
335,5227319,1227477994,duel,37.53,85,9
335,5227319,1227478061,acceleration,11.77,30,64
335,5227319,1227478313,duel,-6.364,57,84
335,5227319,1227478319,touch,-10.28,46,18
335,5227319,1227478115,touch,16.06,78,12
335,5227319,1227478342,interception,5.611,37,78
335,5227319,1227478352,touch,14.26,40,39
335,5227319,1227478360,duel,6.133,95,15
335,5227319,1227478390,touch,5.751,35,62
335,5227319,1227478393,touch,13.48,43,37
335,5227319,1227478454,touch,-8.057,13,76
335,5227319,1227478266,duel,-2.392,93,90
335,5227319,1227478290,acceleration,14.77,72,16
335,5227319,1227478483,duel,7.5,54,71
335,5227319,1227478549,duel,-7.952,29,46
335,5227319,1227478553,touch,22.75,63,21
335,5227319,1227478443,touch,5.272,37,62
335,5227319,1227478588,duel,3.386,71,60
335,5227319,1227478590,touch,7.749,89,13
335,5227319,1227478661,touch,13.29,64,91
335,5227319,1227478674,duel,-2.285,75,68
335,5227319,1227478683,touch,28.91,55,93
335,5227319,1227478614,touch,1.605,42,18
335,5227319,1227478616,touch,6.179,53,24
335,5227319,1227478620,touch,4.606,56,84
335,5227319,1227478633,touch,-9.162,63,25
335,5227319,1227478645,duel,4.164,82,30
335,5227319,1227478669,duel,35.12,94,71
335,5227319,1227478742,acceleration,31.13,86,84
335,5227319,1227478957,touch,10.91,60,78
335,5227319,1227478795,pass,-8.816,37,24
335,5227319,1227478826,touch,12.16,56,85
335,5227319,1227478830,duel,13.74,64,67
335,5227319,1227478858,duel,2.93,25,38
335,5227319,1227478880,duel,-2.109,10,18
335,5227319,1227478915,touch,12.89,59,38
335,5227319,1227479243,touch,20.88,85,25
335,5227319,1227479256,duel,-0.887,47,79
335,5227319,1227479275,touch,-14.7,44,48
335,5227319,1227479293,duel,-5.17,92,88
335,5227319,1227479305,touch,12.74,72,54
335,5227319,1227478998,touch,10.1,59,80
335,5227319,1227479006,touch,8.838,34,71
335,5227319,1227479023,duel,6.479,92,29
335,5227319,1227479384,touch,14.66,68,47
335,5227319,1227479388,touch,-5.524,86,34
335,5227319,1227479426,touch,12.4,92,69
335,5227319,1227479451,acceleration,20.31,72,6
335,5227319,1227479177,pass,-22.32,56,30
335,5227319,1227479470,duel,39.77,67,57
335,5227319,1227479482,acceleration,11.7,67,13
335,5227319,1227479226,touch,12.67,58,89
335,5227319,1227479247,touch,-2.622,49,78
335,5227319,1227479251,touch,-4.529,15,62
335,5227319,1227479262,duel,5.736,48,46
335,5227319,1227479266,touch,12.48,68,29
335,5227319,1227479287,touch,10.7,73,96
335,5227319,1227479298,touch,14.17,74,77
335,5227319,1227479498,touch,16.6,56,23
335,5227319,1227479321,touch,23.63,57,9
335,5227319,1227479346,duel,8.995,98,27
335,5227319,1227479368,touch,9.977,89,32
335,5227319,1227479532,duel,4.245,86,6
335,5227319,1227479551,touch,5.483,93,85
335,5466019,2093623294,duel,4.852,59,89
335,5466019,2093623278,duel,47.46,82,69
335,5466019,2093623311,touch,6.341,16,97
335,5466019,2093623327,pass,-49.68,72,93
335,5466019,2093623345,touch,6.708,68,49
335,5466019,2093623386,touch,14.33,56,95
335,5466019,2093623403,interception,10.69,12,45
335,5466019,2093623409,touch,5.82,20,42
335,5466019,2093623416,touch,7.276,22,32
335,5466019,2093623428,touch,12.82,14,49
335,5466019,2093623437,touch,12.78,61,35
335,5466019,2093623452,duel,9.44,45,95
335,5466019,2093623456,touch,15.31,29,38
335,5466019,2093623472,duel,-8.982,36,4
335,5466019,2093623498,duel,-20.07,2,6
335,5466019,2093623506,duel,17.86,42,6
335,5466019,2093623535,duel,-1.355,31,60
335,5466019,2093623540,touch,20.92,62,82
335,5466019,2093623514,duel,-8.843,34,95
335,5466019,2093623523,duel,8.33,46,45
335,5466019,2093623531,touch,17.84,87,32
335,5466019,2093623569,duel,9.007,73,39
335,5466019,2093623602,touch,7.621,46,95
335,5466019,2093623629,duel,-2.403,26,91
335,5466019,2093623648,touch,14.48,77,86
335,5466019,2093623655,duel,12.44,83,8
335,5466019,2093623754,pass,20.4,54,91
335,5466019,2093623767,touch,-5.537,56,95
335,5466019,2093623703,touch,16.52,56,33
335,5466019,2093623791,touch,12.45,30,77
335,5466019,2093623802,touch,17.57,86,12
335,5466019,2093623724,touch,8.046,45,96
335,5466019,2093623731,touch,16.68,47,33
335,5466019,2093623745,touch,18.63,63,38
335,5466019,2093623831,touch,10.47,15,49
335,5466019,2093623833,touch,14.61,27,30
335,5466019,2093623782,touch,-7.534,27,6
335,5466019,2093623785,duel,-7.029,30,15
335,5466019,2093623787,duel,-5.375,45,16
335,5466019,2093623804,pass,-57.2,72,17
335,5466019,2093623816,touch,18.05,45,67
335,5466019,2093623828,duel,-6.829,16,92
335,5466019,2093623975,touch,0.649,9,85
335,5466019,2093623980,touch,7.319,36,69
335,5466019,2093623985,touch,9.058,54,96
335,5466019,2093624006,touch,-6.458,63,22
335,5466019,2093624015,duel,7.003,65,97
335,5466019,2093623884,touch,19.92,49,26
335,5466019,2093623895,duel,7.074,97,77
335,5466019,2093623926,duel,-2.052,80,7
335,5466019,2093624061,interception,-12.27,2,88
335,5466019,2093624066,interception,11.6,26,79
335,5466019,2093623951,touch,11.3,72,32
335,5466019,2093623970,touch,-9.272,92,12
335,5466019,2093624090,duel,-5.004,72,96
335,5466019,2093624010,touch,18.74,80,67
335,5466019,2093624027,duel,-2.155,39,60
335,5466019,2093624032,touch,35.29,95,68
335,5466019,2093624044,touch,13.99,59,74
335,5466019,2093624149,touch,4.539,58,22
335,5466019,2093624177,touch,-4.142,54,87
335,5466019,2093624180,touch,-5.207,45,78
335,5466019,2093624064,touch,8.199,83,70
335,5466019,2093624273,touch,10.53,63,43
335,5466019,2093624153,touch,10.59,11,54
335,5466019,2093624156,touch,16.46,27,32
335,5466019,2093624166,touch,9.075,54,24
335,5466019,2093624174,touch,9.07,54,61
335,5466019,2093624374,touch,8.118,62,96
335,5466019,2093624256,touch,12.8,59,23
335,5466019,2093624266,touch,16.95,71,61
335,5466019,2093624271,duel,5.172,94,85
335,5466019,2093624387,touch,10.17,24,30
335,5466019,2093624392,touch,30.43,81,77
335,5466019,2093624400,touch,8.259,92,82
335,5466019,2093624351,pass,-78.45,78,29
335,5466019,2093624444,duel,6.809,21,16
335,5466019,2093624357,touch,-16.05,23,96
335,5466019,2093624451,interception,-1.593,15,3
335,5466019,2093624382,touch,5.115,72,71
335,5466019,2093624412,touch,6.163,63,28
335,5466019,2093624416,duel,-3.814,76,85
335,5466019,2093624432,duel,-14.5,92,13
335,5466019,2093624533,duel,7.142,46,65
335,5466019,2093624470,touch,16.55,58,26
335,5466019,2093624556,touch,11.48,50,54
335,5466019,2093624484,duel,5.317,13,73
335,5466019,2093624561,duel,8.445,86,7
335,5466019,2093624496,duel,11.89,45,8
335,5466019,2093624520,interception,-9.756,4,4
335,5466019,2093624534,touch,32.72,86,29
335,5466019,2093624635,touch,13.5,55,90
335,5466019,2093624554,duel,-7.086,82,6
335,5466019,2093624569,touch,9.532,55,52
335,5466019,2093624572,touch,4.999,72,69
335,5466019,2093624638,duel,-8.566,75,89
335,5466019,2093624660,touch,-11.24,44,21
335,5466019,2093624665,pass,-19.78,53,92
335,5466019,2093624676,duel,-1.646,74,40
335,5466019,2093624682,touch,13.7,42,51
335,5466019,2093624684,touch,10.16,63,23
335,5466019,2093624688,touch,14.21,69,65
335,5466019,2093624752,touch,10.36,54,93
335,5466019,2093624774,touch,-8.811,45,72
335,5466019,2093624777,touch,9.048,57,72
335,5466019,2093624784,duel,-8.154,75,98
335,5466019,2093624739,acceleration,20.97,33,56
335,5466019,2093624767,touch,25.06,53,56
335,5466019,2093624808,touch,-4.187,97,84
335,5466019,2093624811,duel,10.74,87,59
335,5466019,2093624854,duel,-2.539,19,3
335,5466019,2093624860,touch,12.71,17,2
335,5466019,2093624821,duel,5.11,97,85
335,5466019,2093624829,touch,14.84,77,18
335,5466019,2093624840,duel,13.63,96,73
335,5466019,2093624876,duel,-4.151,58,88
335,5466019,2093624883,duel,13.03,56,8
335,5466019,2093624899,duel,3.23,83,26
335,5466019,2093624921,duel,-5.193,58,29
335,5466019,2093624912,duel,-2.321,32,83
335,5466019,2093624916,acceleration,29.71,66,22
335,5466019,2093624924,duel,9.389,96,74
335,5466019,2093624966,touch,6.599,54,90
335,5466019,2093624955,touch,8.56,45,43
335,5466019,2093624967,duel,1.476,95,72
335,5466019,2093624975,duel,10.27,40,66
335,5466019,2093624981,touch,13.09,87,87
335,5466019,2093624991,touch,9.193,55,13
335,5466019,2093625052,touch,5.961,88,3
335,5466019,2093625033,duel,-8.823,79,34
335,5466019,2093625064,acceleration,9.672,40,7
335,5466019,2093625071,touch,21.47,57,15
335,5466019,2093625134,interception,-3.268,15,98
335,5466019,2093625156,duel,36.35,64,8
335,5466019,2093625196,pass,47.37,27,76
335,5466019,2093625147,touch,11.22,55,12
335,5227229,1011428457,touch,17.75,61,68
335,5227229,1011427291,duel,-2.207,66,66
335,5227229,1011427188,duel,7.378,34,44
335,5227229,1011428218,touch,-12.69,15,4
335,5227229,1011428470,pass,-11.54,60,87
335,5227229,1011427190,duel,11.16,53,9
335,5227229,1011427149,acceleration,14.22,78,22
335,5227229,1011427192,duel,5.594,91,4
335,5227229,1011428227,touch,-5.82,16,4
335,5227229,1011428480,touch,8.945,39,38
335,5227229,1011428486,touch,8.633,52,40
335,5227229,1011428490,touch,22.79,79,32
335,5227229,1011427150,acceleration,36.02,87,59
335,5227229,1011428499,touch,1.6,61,82
335,5227229,1011427161,acceleration,11.74,78,85
335,5227229,1011428237,touch,16.93,28,20
335,5227229,1011427151,acceleration,11.79,70,3
335,5227229,1011427162,acceleration,30.35,76,67
335,5227229,1011427152,acceleration,32.8,68,88
335,5227229,1011428513,touch,10.64,57,51
335,5227229,1011427153,acceleration,15.76,93,68
335,5227229,1011428261,touch,7.827,46,14
335,5227229,1011428265,touch,7.152,55,62
335,5227229,1011428269,touch,8.043,81,4
335,5227229,1011428528,touch,-6.238,28,22
335,5227229,1011428275,touch,16.41,77,91
335,5227229,1011427322,duel,10.84,42,69
335,5227229,1011427326,duel,28.88,83,28
335,5227229,1011428280,pass,33.32,31,16
335,5227229,1011428283,touch,14.15,41,77
335,5227229,1011428597,pass,2.828,78,77
335,5227229,1011427224,duel,2.437,97,72
335,5227229,1011428618,touch,-8.486,90,12
335,5227229,1011427356,duel,2.267,74,64
335,5227229,1011427358,duel,5.408,87,39
335,5227229,1011427231,duel,5.729,19,68
335,5227229,1011427154,acceleration,27.45,65,78
335,5227229,1011428647,touch,9.968,12,56
335,5227229,1011428310,touch,-1.296,77,21
335,5227229,1011428677,touch,7.139,43,38
335,5227229,1011428680,touch,9.325,56,11
335,5227229,1011427237,duel,7.287,35,11
335,5227229,1011427373,duel,15.58,74,22
335,5227229,1011427376,duel,1.697,86,83
335,5227229,1011428333,touch,10.45,13,55
335,5227229,1011428711,touch,21.62,59,8
335,5227229,1011428717,touch,12.53,26,63
335,5227229,1011427381,duel,22.63,63,84
335,5227229,1011428732,touch,8.601,70,62
335,5227229,1011427244,duel,-18.05,8,74
335,5227229,1011427387,duel,3.048,99,24
335,5227229,1011428738,touch,21.03,54,86
335,5227229,1011427390,duel,-11.58,49,54
335,5227229,1011428754,touch,5.249,65,17
335,5227229,1011428354,touch,10.8,24,5
335,5227229,1011427250,duel,5.383,40,13
335,5227229,1011427155,acceleration,19.52,88,10
335,5227229,1011428360,interception,25.15,32,29
335,5227229,1011428364,touch,12.04,53,7
335,5227229,1011428374,touch,10.43,75,20
335,5227229,1011427254,duel,-11.63,80,14
335,5227229,1011428383,touch,8.004,53,75
335,5227229,1011428771,interception,-14.67,6,75
335,5227229,1011427168,acceleration,28.96,67,73
335,5227229,1011427417,duel,10.96,99,78
335,5227229,1011427260,duel,0.768,3,13
335,5227229,1011427157,acceleration,35.76,73,95
335,5227229,1011427261,duel,5.268,82,69
335,5227229,1011428796,touch,9.014,57,27
335,5227229,1011428803,touch,5.841,80,18
335,5227229,1011428810,touch,12.32,72,72
335,5227229,1011428820,touch,13.09,38,43
335,5227229,1011428823,touch,10.25,60,16
335,5227229,1011427270,duel,-3.205,22,9
335,5227229,1011427271,duel,-7.359,23,30
335,5227229,1011428831,pass,-28.47,66,41
335,5227229,1011427169,acceleration,10.08,81,37
335,5227229,1011427158,acceleration,17.69,63,93
335,5227229,1011428424,touch,10,86,32
335,5227229,1011427276,duel,5.482,21,73
335,5227229,1011428863,touch,-2.868,72,86
335,5227229,1011427452,duel,7.069,90,73
335,5227229,1011427159,acceleration,49.31,90,33
335,5227229,1011428872,touch,11.69,60,89
335,5227229,1011428883,touch,16.41,41,63
335,5227229,1011428886,touch,11.45,59,45
335,5227229,1011428888,touch,24.84,99,31
335,5227229,1011428449,interception,11.3,14,60
335,5227229,1011428896,touch,6.494,75,14
335,5227229,1011428974,touch,16.65,59,67
335,5227229,1011428556,touch,10.43,55,54
335,5227229,1011427164,acceleration,12.93,78,53
335,5227229,1011428977,touch,10.66,22,43
335,5227229,1011427331,duel,8.631,81,86
335,5227229,1011427333,duel,-1.304,66,33
335,5227229,1011428581,touch,9.704,58,18
335,5227229,1011428583,touch,9.833,55,31
335,5227229,1011427336,duel,3.914,94,35
335,5227229,1011427108,duel,13.02,55,37
335,5227229,1011427165,acceleration,13.7,80,54
335,5227229,1011427340,duel,8.294,55,45
335,5227229,1011427343,duel,-5.014,59,19
335,5227229,1011427528,duel,4,30,27
335,5227229,1011427530,duel,38.17,89,73
335,5227229,1011428626,touch,-19.29,33,73
335,5227229,1011428629,touch,9.146,61,94
335,5227229,1011428636,touch,9.096,55,86
335,5227229,1011428640,touch,5.211,72,76
335,5227229,1011428642,touch,13.74,67,48
335,5227229,1011427362,duel,5.1,73,57
335,5227229,1011429000,touch,15.22,78,78
335,5227229,1011427541,duel,4.073,76,45
335,5227229,1011427542,duel,6.493,93,57
335,5227229,1011428705,touch,4.503,55,5
335,5227229,1011427382,duel,3.64,36,99
335,5227229,1011428741,touch,-3.385,81,73
335,5227229,1011427549,duel,-5.821,25,96
335,5227229,1011427409,duel,11.13,77,72
335,5227229,1011427174,acceleration,14.04,44,46
335,5227229,1011429030,touch,9.518,54,19
335,5227229,1011428791,touch,22.84,67,87
335,5227229,1011427425,duel,-6.965,50,88
335,5227229,1011429038,touch,7.661,87,30
335,5227229,1011429043,touch,1.842,72,33
335,5227229,1011429045,touch,14.47,39,26
335,5227229,1011429050,touch,9.203,31,59
335,5227229,1011428844,touch,9.394,84,17
335,5227229,1011427176,acceleration,39.41,74,84
335,5227229,1011429056,touch,8.093,31,60
335,5227229,1011429059,touch,10.79,37,58
335,5227229,1011429070,touch,6.302,72,83
335,5227229,1011429072,touch,6.871,97,71
335,5227229,1011427575,duel,3.916,97,71
335,5227229,1011427459,duel,9.612,31,20
335,5227229,1011427462,duel,-49.69,12,83
335,5227229,1011428898,touch,15.56,44,10
335,5227229,1011427465,duel,8.197,43,33
335,5227229,1011429078,pass,-4.112,45,68
335,5227229,1011427583,duel,8.947,45,55
335,5227229,1011427178,acceleration,17.01,95,83
335,5227229,1011429087,touch,7.15,31,61
335,5227229,1011429089,touch,21,63,50
335,5227229,1011429098,pass,-36.17,69,69
335,5227229,1011427587,duel,1.822,74,58
335,5227229,1011427588,duel,24.99,65,70
335,5227229,1011427590,duel,5.387,95,55
335,5227229,1011427592,duel,-1.147,30,11
335,5227229,1011427483,duel,-6.525,36,35
335,5227229,1011428921,touch,8.52,72,97
335,5227229,1011428924,touch,-3.112,56,65
335,5227229,1011429136,touch,17.99,86,86
335,5227229,1011427607,duel,3.889,96,68
335,5227229,1011427492,duel,15,61,14
335,5227229,1011429142,touch,7.921,36,56
335,5227229,1011427170,acceleration,21.81,66,80
335,5227229,1011428941,touch,12.08,82,12
335,5227229,1011429149,interception,14.8,31,74
335,5227229,1011427180,acceleration,15,85,91
335,5227229,1011427494,duel,4.286,64,92
335,5227229,1011428948,touch,2.545,13,83
335,5227229,1011427615,duel,2.748,62,44
335,5227229,1011428958,touch,14.8,57,25
335,5227229,1011429181,touch,7.818,78,6
335,5227229,1011429187,touch,-14.85,42,7
335,5227229,1011428967,touch,10.27,12,28
335,5345510,1582722830,touch,10.06,32,84
335,5345510,1582723093,interception,-3.697,37,90
335,5345510,1582723101,touch,10.58,14,39
335,5345510,1582723131,touch,17.21,23,43
335,5345510,1582723134,touch,10.18,21,67
335,5345510,1582723141,duel,16.79,86,61
335,5345510,1582723165,touch,11.27,47,76
335,5345510,1582723203,touch,5.326,51,7
335,5345510,1582723217,touch,16.26,45,24
335,5345510,1582722876,touch,11.6,57,52
335,5345510,1582722883,duel,6.202,83,52
335,5345510,1582723254,touch,18.15,89,69
335,5345510,1582723279,touch,9.833,65,15
335,5345510,1582722918,touch,12.48,73,83
335,5345510,1582722932,touch,-9.41,56,65
335,5345510,1582722948,duel,5.089,93,41
335,5345510,1582723360,touch,-22.31,34,70
335,5345510,1582722982,touch,5.283,53,49
335,5345510,1582722985,touch,12.68,81,9
335,5345510,1582722997,duel,0.024,60,75
335,5345510,1582723004,touch,13.12,77,15
335,5345510,1582723018,touch,14.3,72,17
335,5345510,1582723022,duel,2.765,86,91
335,5345510,1582723024,touch,3.973,92,92
335,5345510,1582723675,duel,-2.244,5,2
335,5345510,1582723720,touch,13.89,18,33
335,5345510,1582723730,touch,19.51,23,38
335,5345510,1582723789,touch,9.739,63,3
335,5345510,1582723803,touch,13.56,44,29
335,5345510,1582723900,touch,-4.829,34,78
335,5345510,1582723949,duel,7.783,86,70
335,5345510,1582723970,touch,18.3,70,74
335,5345510,1582723117,touch,6.887,20,39
335,5345510,1582724035,acceleration,29.42,95,15
335,5345510,1582723188,touch,13.04,40,36
335,5345510,1582724063,touch,9.873,53,29
335,5345510,1582724076,touch,14.62,78,26
335,5345510,1582723239,touch,22.91,60,14
335,5345510,1582723269,touch,12.24,58,23
335,5345510,1582724122,touch,5.293,18,64
335,5345510,1582724129,touch,10.41,69,66
335,5345510,1582724141,pass,-10.7,44,67
335,5345510,1582724150,touch,9.118,39,27
335,5345510,1582724160,touch,11.26,64,29
335,5345510,1582724174,duel,-6.826,56,15
335,5345510,1582723331,touch,0.904,11,84
335,5345510,1582723334,acceleration,15.79,49,98
335,5345510,1582724200,touch,11.33,32,89
335,5345510,1582724210,touch,22.34,41,13
335,5345510,1582724224,touch,10.92,79,89
335,5345510,1582723373,touch,8.313,56,55
335,5345510,1582723384,duel,3.41,90,32
335,5345510,1582724248,touch,6.585,8,54
335,5345510,1582723399,touch,16.02,63,92
335,5345510,1582723422,touch,18.1,60,29
335,5345510,1582723426,touch,10.51,49,51
335,5345510,1582723441,touch,13.78,56,21
335,5345510,1582723443,touch,19.07,57,36
335,5345510,1582724325,duel,5.397,46,19
335,5345510,1582723473,touch,7.229,39,52
335,5345510,1582723485,touch,15.12,85,85
335,5345510,1582724334,touch,6.299,9,53
335,5345510,1582724335,touch,0.958,14,85
335,5345510,1582724341,touch,13.53,54,45
335,5345510,1582723526,touch,12.32,77,85
335,5345510,1582723529,touch,-13.71,80,8
335,5345510,1582724364,touch,22.96,53,14
335,5345510,1582723545,pass,0.38,30,71
335,5345510,1582723548,touch,7.251,19,63
335,5345510,1582723568,touch,4.633,18,55
335,5345510,1582724389,touch,6.982,42,91
335,5345510,1582723578,duel,6.857,57,18
335,5345510,1582723583,acceleration,15.8,78,82
335,5345510,1582724399,touch,20.67,54,21
335,5345510,1582723597,pass,5.696,31,76
335,5345510,1582723604,pass,3.498,46,53
335,5345510,1582723608,touch,14.09,78,69
335,5345510,1582723612,touch,5.679,51,30
335,5345510,1582723615,touch,6.984,54,25
335,5345510,1582724419,touch,1.054,9,84
335,5345510,1582724424,acceleration,25.19,93,11
335,5345510,1582723644,touch,13.72,82,72
335,5345510,1582724731,acceleration,11,71,16
335,5345510,1582723681,touch,14.78,43,82
335,5345510,1582724461,duel,-3.671,37,90
335,5345510,1582723699,touch,5.466,64,77
335,5345510,1582723718,touch,10.69,54,67
335,5345510,1582723726,duel,8.419,88,88
335,5345510,1582723741,touch,8.087,86,73
335,5345510,1582724481,touch,5.414,9,47
335,5345510,1582724483,touch,-2.977,5,18
335,5345510,1582724488,touch,22.32,60,36
335,5345510,1582724492,touch,10.56,72,42
335,5345510,1582724499,touch,6.606,54,79
335,5345510,1582724501,touch,16.65,64,41
335,5345510,1582724503,touch,5.382,53,59
335,5345510,1582723782,acceleration,21.24,80,72
335,5345510,1582723788,touch,-4.817,81,64
335,5345510,1582724515,duel,2.993,46,84
335,5345510,1582724527,acceleration,33.06,44,27
335,5345510,1582724530,touch,11.52,66,24
335,5345510,1582724543,touch,16.24,61,40
335,5345510,1582723853,touch,14.35,30,78
335,5345510,1582723856,acceleration,36.06,74,68
335,5345510,1582724554,touch,9.143,24,64
335,5345510,1582724565,duel,-0.508,45,92
335,5345510,1582724575,touch,9.395,14,55
335,5345510,1582724579,touch,-0.931,10,75
335,5345510,1582723929,touch,6.3,51,49
335,5345510,1582723955,pass,-52.5,67,21
335,5345510,1582724594,touch,3.071,9,15
335,5345510,1582724008,touch,13.8,31,20
335,5345510,1582724615,duel,6.074,31,96
335,5345510,1582724618,touch,20.51,40,39
335,5345510,1582724043,touch,11.01,57,8
335,5345510,1582724045,interception,7.643,67,27
335,5345510,1582724647,touch,-0.526,78,96
335,5345510,1582724074,touch,8.589,19,48
335,5345510,1582724080,touch,9.169,39,40
335,5345510,1582724090,touch,-1.175,47,92
335,5345510,1582724115,touch,4.744,86,71
335,5345510,1582724199,acceleration,13.56,74,80
335,5345510,1582724214,acceleration,39.62,86,45
335,5345510,1582724690,pass,-10.52,45,78
335,5345510,1582724252,touch,15.01,15,48
335,5345510,1582724264,duel,18.34,88,72
335,5345510,1582724271,touch,7.259,75,25
335,5345510,1582724290,touch,9.591,16,48
335,5465990,1833547577,touch,11.76,42,88
335,5465990,1833547586,touch,12.4,77,29
335,5465990,1833547593,duel,-4.68,70,71
335,5465990,1833547608,touch,19.67,66,84
335,5465990,1833547624,duel,3.031,88,92
335,5465990,1833547661,touch,17.9,56,78
335,5465990,1833547713,touch,8.438,21,47
335,5465990,1833547736,duel,6.212,69,42
335,5465990,1833547733,touch,7.578,59,6
335,5465990,1833547743,duel,9.533,42,81
335,5465990,1833547762,touch,12.65,47,76
335,5465990,1833548034,duel,5.214,86,87
335,5465990,1833547778,touch,7.34,9,48
335,5465990,1833547781,duel,14.73,85,14
335,5465990,1833547796,touch,-13.03,18,91
335,5465990,1833548083,duel,5.37,87,26
335,5465990,1833547821,touch,-5.08,47,5
335,5465990,1833547826,touch,11.63,66,76
335,5465990,1833547840,duel,-7.278,32,43
335,5465990,1833548172,touch,13.35,26,63
335,5465990,1833548184,touch,10.7,25,73
335,5465990,1833547880,touch,17.22,46,73
335,5465990,1833547884,acceleration,21.64,76,42
335,5465990,1833547891,touch,5.518,63,23
335,5465990,1833547907,touch,15.84,71,10
335,5465990,1833548296,touch,10.56,14,53
335,5465990,1833547919,touch,-4.256,46,16
335,5465990,1833547966,touch,5.632,75,69
335,5465990,1833547975,duel,6.593,93,75
335,5465990,1833548373,touch,-4.54,36,40
335,5465990,1833547984,duel,19.36,88,71
335,5465990,1833548384,duel,8.178,87,56
335,5465990,1833547998,touch,25.45,70,7
335,5465990,1833548004,pass,8.13,66,22
335,5465990,1833548016,touch,8.385,54,52
335,5465990,1833548043,duel,-6.353,28,17
335,5465990,1833548129,touch,16.49,54,67
335,5465990,1833548460,touch,17.75,43,13
335,5465990,1833548160,duel,-25.88,4,71
335,5465990,1833548192,touch,7.819,41,25
335,5465990,1833548215,acceleration,26.41,82,48
335,5465990,1833548619,interception,7.302,15,42
335,5465990,1833548242,touch,6.587,73,89
335,5465990,1833548249,touch,-5.63,64,70
335,5465990,1833548666,touch,-5.082,49,89
335,5465990,1833548273,duel,2.658,40,36
335,5465990,1833548278,touch,-4.996,56,63
335,5465990,1833548287,touch,8.144,85,78
335,5465990,1833548707,touch,-5.19,49,85
335,5465990,1833548306,duel,5.03,8,63
335,5465990,1833548319,acceleration,14.02,55,3
335,5465990,1833548325,duel,5.617,92,26
335,5465990,1833548343,touch,-10.93,47,72
335,5465990,1833548784,touch,14.08,82,21
